COO,GI,GI_cluster,GI_label,NonGI,PDO,PGI,TSG,breed,country,domestic,lnarea,lnproduction,lnsourcing,longevity,maturation,national,organic,packsize,price,producers,smoked,store
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Germany,1,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.19,NA,1,REWE
NA,0,NA,Non-GI,1,0,0,1,0,Germany,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,80,2.74,NA,0,REWE
NA,0,NA,Non-GI,1,0,0,1,0,Germany,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,100,2.99,NA,0,REWE
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Germany,1,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,1,0,80,2.36,NA,1,REWE
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Germany,1,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,1,70,3.7,NA,1,REWE
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Germany,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,1,0,70,4.27,140,0,REWE
NA,0,NA,Non-GI,1,0,0,0,0,Germany,0,NA,NA,15.236437797546387,NA,18,0,0,100,4.99,NA,0,REWE
Italy,1,Südtiroler Speck,PGI,0,0,1,0,0,Germany,0,8.909016609191895,9.522181510925293,15.236437797546387,24.77777777777778,5,1,0,80,2.86,28,1,REWE
NA,0,NA,Non-GI,1,0,0,1,0,Germany,0,NA,NA,15.236437797546387,21.383333333333333,11,1,0,80,3.36,NA,0,REWE
NA,0,NA,Non-GI,1,0,0,0,0,Germany,0,NA,NA,15.236437797546387,NA,16,0,0,90,4.77,NA,0,REWE
NA,0,NA,Non-GI,1,0,0,0,1,Germany,0,NA,NA,15.236437797546387,NA,20,0,0,70,8.56,NA,0,REWE
NA,0,NA,Non-GI,1,0,0,0,0,Germany,1,NA,NA,15.236437797546387,NA,0,0,0,150,1.09,NA,0,REWE
NA,0,NA,Non-GI,1,0,0,1,0,Germany,0,NA,NA,15.236437797546387,21.383333333333333,11,1,0,80,2.69,NA,0,EDEKA
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Germany,1,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,1,100,2.99,NA,1,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,1,NA,NA,15.236437797546387,NA,0,1,0,80,1.49,NA,1,EDEKA
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Germany,1,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,1,0,80,1.49,NA,1,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,1,NA,NA,15.236437797546387,NA,0,1,0,80,1.49,NA,0,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,1,NA,NA,15.236437797546387,NA,0,1,0,100,2.15,NA,1,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,0,NA,NA,15.236437797546387,NA,11,1,0,80,2.69,NA,0,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,0,NA,NA,15.236437797546387,NA,12,0,0,70,2.84,NA,0,EDEKA
NA,0,NA,Non-GI,1,0,0,1,0,Germany,0,NA,NA,15.236437797546387,21.383333333333333,11,0,0,80,2.49,NA,0,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,1,NA,NA,15.236437797546387,NA,4,0,0,200,1.1,NA,0,EDEKA
NA,0,NA,Non-GI,1,0,0,1,0,Germany,0,NA,NA,15.236437797546387,21.383333333333333,16,1,0,70,3.07,NA,0,EDEKA
NA,0,NA,Non-GI,1,0,0,1,0,Germany,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,80,2.49,NA,0,EDEKA
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Germany,1,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,200,1.1,NA,1,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,0,NA,NA,15.236437797546387,NA,7,1,0,80,2.69,NA,0,EDEKA
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Germany,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,16,0,0,90,2.99,140,0,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Germany,1,NA,NA,15.236437797546387,NA,0,0,0,100,2.49,NA,1,EDEKA
Italy,1,Südtiroler Speck,PGI,0,0,1,0,0,Germany,0,8.909016609191895,9.522181510925293,15.236437797546387,24.77777777777778,5,0,0,100,1.99,28,1,EDEKA
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,12,0,0,120,4.99,NA,0,Billa
NA,0,NA,Non-GI,1,0,0,0,0,Austria,1,NA,NA,15.236437797546387,NA,0,0,0,100,2.05,NA,1,Billa
NA,0,NA,Non-GI,1,0,0,0,0,Austria,1,NA,NA,15.236437797546387,NA,0,0,0,100,3.99,NA,1,Billa
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Austria,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,18,0,0,100,5.99,140,0,Billa
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,10,1,0,100,2.49,NA,0,Billa
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Austria,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,18,0,0,80,6.24,28,0,Billa
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Austria,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,16,1,0,100,3.99,140,0,Billa
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,12,0,0,90,6.43,NA,0,Billa
NA,0,NA,Non-GI,1,0,0,0,0,Austria,1,NA,NA,15.236437797546387,NA,14,1,0,80,6.24,NA,0,Billa
NA,0,NA,Non-GI,1,0,0,0,0,Austria,1,NA,NA,15.236437797546387,NA,6,0,0,100,3.19,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,18,0,0,80,6.24,NA,0,Interspar
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Austria,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,0,0,80,6.24,28,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,0,0,0,90,3.32,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,10,0,0,100,1.99,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,1,NA,NA,15.236437797546387,NA,0,0,0,150,1.53,NA,1,Interspar
NA,0,NA,Non-GI,1,0,0,1,0,Austria,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,100,4.39,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,7,1,0,80,6.24,NA,0,Interspar
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Austria,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,1,0,200,1.15,NA,1,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,7,0,0,80,3.36,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,1,0,Austria,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,100,3.69,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,7,1,0,100,3.99,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,1,NA,NA,15.236437797546387,NA,8,1,0,80,4.88,NA,0,Interspar
NA,0,NA,Non-GI,1,0,0,0,0,Austria,0,NA,NA,15.236437797546387,NA,12,1,0,80,3.74,NA,0,Interspar
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,7.21,140,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,0,0,0,150,1.1,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,1,0,Belgium,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,160,2.28,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,0,0,0,100,3,NA,0,Carrefour (BE)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,0,0,160,3.31,140,0,Carrefour (BE)
Belgium,1,Jambon d'Ardenne,PGI,0,0,1,0,0,Belgium,1,8.8975248336792,NA,15.236437797546387,24.77777777777778,4,0,0,100,2.49,NA,1,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,4,0,0,160,1.87,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,4,0,0,100,1.99,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,10,0,0,120,4.04,NA,0,Carrefour (BE)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,13,0,0,110,5.41,140,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,1,0,Belgium,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,100,1.75,NA,0,Carrefour (BE)
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Belgium,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,200,0.95,NA,1,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,0,0,1,100,6.99,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,0,1,0,120,4.58,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,0,1,0,50,6.3,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,7,0,0,125,3.19,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,1,Belgium,0,NA,NA,15.236437797546387,NA,20,0,0,80,8.11,NA,0,Carrefour (BE)
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Belgium,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,0,0,120,4.58,28,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,10,1,0,80,5.19,NA,0,Carrefour (BE)
France,1,Jambon d'Auvergne,PGI,0,0,1,0,0,Belgium,0,10.064627647399902,NA,15.236437797546387,5.080555555555556,8,1,0,100,3.99,NA,0,Carrefour (BE)
NA,0,NA,Non-GI,1,0,0,1,0,Belgium,0,NA,NA,15.236437797546387,21.383333333333333,7,1,1,70,8.56,NA,0,Carrefour (BE)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,24,0,0,80,4.99,140,0,Delhaize
NA,0,NA,Non-GI,1,0,0,1,0,Belgium,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,100,2.29,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,0,0,0,250,2.06,NA,0,Delhaize
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Belgium,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,150,1.26,NA,1,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,0,0,0,150,1.1,NA,1,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,4,1,0,150,5.1,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,15,1,0,80,3.99,NA,0,Delhaize
Belgium,1,Jambon d'Ardenne,PGI,0,0,1,0,0,Belgium,1,8.8975248336792,NA,15.236437797546387,24.77777777777778,4,0,0,80,2.49,NA,1,Delhaize
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,0,0,160,3.74,140,0,Delhaize
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,120,4.88,140,0,Delhaize
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,0,0,90,3.83,140,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,10,1,0,120,4.66,NA,0,Delhaize
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,Belgium,0,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,0,0,120,2.71,NA,0,Delhaize
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Belgium,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,1,80,6.44,140,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,10,1,0,80,5.19,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,7,0,0,160,3.28,NA,0,Delhaize
Italy,1,Südtiroler Speck,PGI,0,0,1,0,0,Belgium,0,8.909016609191895,9.522181510925293,15.236437797546387,24.77777777777778,5,0,0,90,4.1,28,1,Delhaize
Belgium,1,Jambon d'Ardenne,PGI,0,0,1,0,0,Belgium,1,8.8975248336792,NA,15.236437797546387,24.77777777777778,4,1,0,80,4.06,NA,1,Delhaize
NA,0,NA,Non-GI,1,0,0,0,1,Belgium,0,NA,NA,15.236437797546387,NA,24,0,0,80,8.69,NA,0,Delhaize
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Belgium,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,70,6.13,28,0,Delhaize
Austria,1,Tiroler Speck,PGI,0,0,1,0,0,Belgium,0,9.4452543258667,NA,15.236437797546387,23.8,5,1,0,100,3.59,NA,1,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,0,0,0,150,2.23,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,5,1,1,100,5.29,NA,1,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,10,1,0,160,4.68,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,7,1,0,120,3.66,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,0,NA,NA,15.236437797546387,NA,0,0,0,100,3.09,NA,0,Delhaize
Italy,1,Prosciutto di Carpegna,PDO,0,1,0,0,0,Belgium,0,3.3651866912841797,6.831305980682373,10.928054809570312,24.747222222222224,13,0,0,80,4.99,1,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,24,1,0,50,6.78,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,0,0,0,150,2.23,NA,1,Delhaize
NA,0,NA,Non-GI,1,0,0,0,1,Belgium,0,NA,NA,15.236437797546387,NA,28,0,0,80,9.86,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,15,1,0,80,4.24,NA,1,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Belgium,1,NA,NA,15.236437797546387,NA,12,1,0,100,5.95,NA,0,Delhaize
Spain,1,Jabugo,PDO,0,1,0,0,1,Belgium,0,8.03897476196289,NA,10.485222816467285,23.177777777777777,20,1,0,70,25.93,NA,0,Delhaize
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,110,2.45,NA,1,Plus
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,14,0,0,110,3.17,NA,0,Plus
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Netherlands,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,110,2.9,NA,1,Plus
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,16,0,0,60,4.15,NA,0,Plus
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Netherlands,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.49,NA,1,Plus
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,10,0,0,110,3,NA,0,Plus
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Netherlands,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,75,4.07,140,0,Plus
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,100,2.97,NA,0,Plus
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,100,2.4,NA,1,Plus
Austria,1,Tiroler Speck,PGI,0,0,1,0,0,Netherlands,0,9.4452543258667,NA,15.236437797546387,23.8,5,0,0,110,2.72,NA,1,Plus
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Netherlands,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,200,3.5,140,0,Plus
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,40,2.5,NA,0,Plus
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,80,1.88,NA,0,Deen
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,80,2.19,NA,0,Deen
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,80,3.3,NA,0,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,100,2.4,NA,1,Albert Heijn
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Netherlands,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,80,2.85,NA,1,Albert Heijn
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Netherlands,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,80,4.61,140,0,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,1,0,150,1.33,NA,1,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,10,0,0,90,3.1,NA,0,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,1,NA,NA,15.236437797546387,NA,0,0,0,100,1.59,NA,1,Albert Heijn
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,11,0,0,100,2.49,NA,0,Albert Heijn
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,16,0,0,80,3.99,NA,0,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,1,0,150,1.33,NA,0,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,8,0,0,40,2.5,NA,0,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,60,2.45,NA,1,Albert Heijn
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,1,NA,NA,15.236437797546387,NA,0,0,0,200,1.2,NA,1,Albert Heijn
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,14,0,0,110,3.3,NA,0,Coop
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,110,2.56,NA,1,Coop
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,10,0,0,110,3.1,NA,0,Coop
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,80,2.5,NA,0,Coop
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,80,2.5,NA,0,Coop
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,1,NA,NA,15.236437797546387,NA,0,0,0,60,2.82,NA,1,Coop
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Netherlands,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,100,3.99,140,0,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,130,1.77,NA,1,Jumbo
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,80,2.49,NA,0,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,1,0,100,2.79,NA,0,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,1,NA,NA,15.236437797546387,NA,0,0,0,175,1.19,NA,1,Jumbo
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,Netherlands,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,110,2.61,NA,1,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,100,2.29,NA,1,Jumbo
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,80,3.15,NA,0,Jumbo
