COO,GI,GI_cluster,GI_label,NonGI,PDO,PGI,TSG,breed,country,domestic,lnarea,lnproduction,lnsourcing,longevity,maturation,national,organic,packsize,price,producers,smoked,store
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Netherlands,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,3.19,140,0,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,1,0,150,1.53,NA,1,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,1,NA,NA,15.236437797546387,NA,0,0,0,115,2.25,NA,0,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,110,2.49,NA,0,Jumbo
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Netherlands,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,0,0,70,4.64,140,0,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,Netherlands,0,NA,NA,15.236437797546387,NA,0,0,0,115,2.45,NA,0,Jumbo
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,100,2.29,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,4.05,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,8,0,0,100,1.69,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,150,2.1,NA,0,Auchan (FR)
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,France,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.39,NA,1,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,0,1,80,4.99,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,7,0,0,100,1.69,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,14,1,0,100,3.99,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,1,70,8.13,NA,0,Auchan (FR)
France,1,Jambon d'Auvergne,PGI,0,0,1,0,0,France,1,10.064627647399902,NA,15.236437797546387,5.080555555555556,8,0,0,100,3.15,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,220,3.18,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,100,3.15,NA,1,Auchan (FR)
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,0,0,100,3.25,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,24,1,0,60,9.98,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,100,4.09,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,55,4.53,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,9,0,0,100,3.39,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,12,0,0,100,1.69,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,220,1.72,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,165,3.02,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,220,2.81,NA,0,Auchan (FR)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,5.5,140,0,Auchan (FR)
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,0,0,200,2.9,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,3.99,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,175,2.29,NA,0,Auchan (FR)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,1,70,9.79,140,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,90,3.61,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,100,3.25,NA,0,Auchan (FR)
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,4.49,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,7,1,0,80,8.11,NA,0,Monoprix
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,8.27,140,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,5.49,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,20,1,0,100,10.39,NA,0,Monoprix
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,1,0,100,4.49,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,4,1,0,80,6.24,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,0,0,80,4.36,NA,1,Monoprix
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,13,0,0,70,5.7,140,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,120,2.41,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,120,3.08,NA,0,Monoprix
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,5.7,140,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,16,0,0,80,3.74,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,4.49,NA,0,Monoprix
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,0,0,100,3.19,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,0,1,70,5.27,NA,1,Monoprix
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,France,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,14,0,0,70,6.84,28,0,Monoprix
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,12,0,0,120,3.33,NA,0,Monoprix
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,12,0,0,80,3.74,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,7,1,0,120,3.74,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,20,1,0,80,14.74,NA,0,Monoprix
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,France,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.45,NA,1,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,80,4.36,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,0,0,80,2.86,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,80,2.94,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,100,2.75,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,20,0,0,70,7.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,10,0,0,80,3.74,NA,0,Monoprix
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,20,1,0,90,7.66,140,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,165,3.57,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,12,1,0,80,4.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,100,3.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,4,0,0,80,3.74,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,12,0,0,100,3.39,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,18,1,0,80,6.86,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,1,70,8.27,NA,0,Monoprix
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,France,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,90,8.21,28,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,36,0,0,60,14.98,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,10,1,0,100,5.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,120,6.08,NA,1,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,11,1,0,110,3.81,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,24,1,0,80,9.74,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,100,4.69,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,1,0,200,1,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,4,1,1,70,7.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,12,1,0,100,4.29,NA,0,Monoprix
France,1,Jambon Noir de Bigorre,PDO,0,1,0,0,1,France,1,8.708837509155273,NA,8.708837509155273,3.5444444444444443,20,1,0,80,16.24,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,5,1,0,120,4.16,NA,1,Monoprix
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,12,1,0,100,3.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,36,1,0,80,17.36,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,24,1,0,80,4.49,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,12,1,0,100,4.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,24,1,0,100,6.99,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,67,4.46,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,3.59,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,120,5.49,NA,0,Monoprix
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,0,0,100,2.6,NA,0,Super U
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,1,0,120,2.85,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,90,2.49,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,1,1,90,8,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,85,5.18,NA,0,Super U
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,8.14,140,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,150,2.79,NA,0,Super U
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,80,4.1,140,0,Super U
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,100,1.97,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,100,3.06,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,24,0,0,80,8.09,NA,0,Super U
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,0,0,100,3.44,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,100,2.15,NA,0,Super U
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,1,0,100,4.07,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,7,1,0,90,4.4,NA,0,Super U
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,7.93,140,0,Super U
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,4.29,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,55,5.11,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,3.71,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,165,2.88,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,120,3.34,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,100,4.37,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,90,3.54,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,1,0,100,4.66,NA,0,Super U
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,France,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,70,4.89,28,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,1,0,150,1.33,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,1,90,4.83,NA,0,Super U
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,120,4.96,NA,1,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,9,0,0,100,2.25,NA,0,Casino
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,France,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.45,NA,1,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,200,1.32,NA,1,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,120,2.41,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,67,4.46,NA,0,Casino
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,0,0,100,3.19,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,80,4.24,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,3.45,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,3.59,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,9,0,0,100,3.59,NA,0,Casino
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,70,5.24,140,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,3.88,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,0,1,80,4.98,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,12,1,0,80,4.99,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,100,3.99,NA,0,Casino
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,1,0,100,4.02,NA,0,Casino
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,France,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,14,0,0,70,5.9,28,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,11,1,0,110,3.81,NA,0,Casino
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,1,0,100,4.19,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,12,1,0,100,4.29,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,4.49,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,250,1.81,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,200,2.31,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,100,4.69,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,5,1,0,120,4.16,NA,1,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,80,6.24,NA,0,Casino
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,7.17,140,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,165,3.22,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,18,1,0,80,6.86,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,220,2.56,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,10,1,0,100,5.99,NA,0,Casino
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,100,6.25,140,0,Casino
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,220,2.89,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,7,1,0,80,8.11,NA,0,Casino
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,1,70,9.29,140,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,120,5.49,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,220,3.3,NA,0,Casino
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,120,6.08,NA,0,Casino
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,France,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,90,8.21,28,0,Casino
