COO,GI,GI_cluster,GI_label,NonGI,PDO,PGI,TSG,breed,country,domestic,lnarea,lnproduction,lnsourcing,longevity,maturation,national,organic,packsize,price,producers,smoked,store
NA,0,NA,Non-GI,1,0,0,1,0,Slovenia,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,80,3.48,NA,0,Spar (SI)
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,0,NA,NA,15.236437797546387,NA,0,1,0,100,2.39,NA,0,Spar (SI)
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,0,0,0,100,2.19,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,12,1,0,100,2.69,NA,0,Mercator
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,12,1,0,100,4.99,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,0,NA,NA,15.236437797546387,NA,6,1,0,100,2.99,NA,1,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,1,NA,NA,15.236437797546387,NA,0,0,0,500,1.68,NA,0,Mercator
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,12,1,0,100,4.99,NA,0,Mercator
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Slovenia,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,100,3.99,140,0,Mercator
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,Slovenia,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,13,1,0,70,6.13,28,0,Mercator
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Slovenia,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,24,1,0,100,4.99,140,0,Mercator
Slovenia,1,Kraški Pršut,PGI,0,0,1,0,0,Slovenia,1,6.06145715713501,NA,15.236437797546387,8.794444444444444,16,1,0,100,5.99,NA,0,Mercator
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,1,0,100,2.49,NA,0,Mercator
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,1,0,100,3.19,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,1,0,Slovenia,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,60,3.32,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,1,Slovenia,0,NA,NA,15.236437797546387,NA,20,1,0,60,6.65,NA,0,Mercator
Croatia,1,Dalmatinski Pršut,PGI,0,0,1,0,0,Slovenia,0,9.39442253112793,NA,15.236437797546387,5.133333333333334,12,1,0,100,3.59,NA,0,Mercator
NA,0,NA,Non-GI,1,0,0,0,0,Slovenia,0,NA,NA,15.236437797546387,NA,6,1,0,250,2.92,NA,1,Mercator
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,78,3.21,140,0,Tesco
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,8,0,0,84,2.26,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,11,0,0,80,2.38,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,35,3.69,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,0,0,0,80,3.13,NA,1,Tesco
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,8,0,0,180,2.5,NA,0,Tesco
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,80,5,NA,0,Tesco
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,100,2.85,140,0,SuperValu
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,13,0,0,80,2.93,140,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,10,0,0,100,1.99,NA,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,10,0,0,100,2.49,NA,0,SuperValu
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,0,0,0,80,5.36,NA,0,SuperValu
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,18,1,0,70,6.96,140,0,SuperValu
NA,0,NA,Non-GI,1,0,0,0,0,Ireland,0,NA,NA,15.236437797546387,NA,18,1,0,70,6.44,NA,0,SuperValu
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Ireland,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,1,0,85,5.52,140,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Ireland,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,3.29,NA,0,SuperValu
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,0,0,250,1.45,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,50,1.92,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,0,0,120,1.65,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,0,0,100,1.9,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,80,2.4,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,18,1,0,80,2.88,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,10,1,0,138,1.72,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,10,0,0,250,1.34,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,180,2.22,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,100,1.45,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,10,1,0,50,2.78,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,90,2.21,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,90,1.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,12,1,0,150,1.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,0,0,90,1.61,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,9,1,0,200,1.75,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,200,2.23,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,0,0,500,1.17,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,9,1,0,120,2.39,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,1.69,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,0,0,250,1.34,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,7,1,0,180,1.68,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,9,1,0,360,1.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,7,1,1,80,3.74,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,15,1,0,120,3.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,12,1,0,90,2.71,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,7,1,1,75,4.25,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,110,2.72,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,2.59,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,15,1,0,90,2.94,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,10,1,0,104,2.16,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,15,0,0,100,2.35,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,1,0,Spain,1,NA,NA,15.236437797546387,21.383333333333333,12,1,0,75,2.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Spain,1,NA,NA,15.236437797546387,NA,15,1,0,150,1.93,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,0,0,80,6.19,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,130,4.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,100,14.9,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,100,7.45,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,100,4.75,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,100,5.25,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,200,4.78,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,50,5.9,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,150,5.73,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,110,6.32,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,90,6.17,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,90,4.38,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,250,3.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,150,3.8,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,24,1,0,90,5.5,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,90,5.17,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,120,15.75,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,0,0,100,4.24,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,150,5.33,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,60,16.58,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,0,0,100,10.99,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,60,4.98,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,36,1,0,100,10.95,NA,0,Alcampo
Spain,1,Jabugo,PDO,0,1,0,0,1,Spain,1,8.03897476196289,NA,10.485222816467285,23.177777777777777,20,1,0,80,33.48,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,20,1,0,90,5.83,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,1,Spain,1,NA,NA,15.236437797546387,NA,24,1,0,120,9.08,NA,0,Alcampo
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,12,0,0,150,1.66,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,120,2.99,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,14,1,0,100,5.25,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,12,1,0,100,2.99,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,120,2.49,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,240,1.5,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,70,2.43,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,0,1,0,70,3.21,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,0,0,Portugal,1,NA,NA,15.236437797546387,NA,7,0,0,120,1.41,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,1,0,Portugal,0,NA,NA,15.236437797546387,21.383333333333333,15,1,0,90,3.32,NA,0,Minipreço
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,10,0,0,100,2.19,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,9,0,0,120,2.46,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,0,0,250,1.85,NA,0,Cora
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,9,0,0,120,3.11,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,90,2.24,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,0,0,80,3.05,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,300,2.58,NA,0,Cora
France,1,Jambon d'Auvergne,PGI,0,0,1,0,0,France,1,10.064627647399902,NA,15.236437797546387,5.080555555555556,8,0,0,100,3.08,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,120,2.33,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,9,0,0,200,2.7,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,9,0,0,100,2.82,NA,0,Cora
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,France,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.21,NA,1,Cora
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,24,0,0,70,7.63,NA,0,Cora
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,14,0,0,120,2.58,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,100,0.99,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,9,1,0,120,2.83,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,10,1,0,120,2.84,NA,0,Cora
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,4,0,0,100,1.49,NA,0,Intermarché
Germany,1,Schwarzwälder Schinken,PGI,0,0,1,0,0,France,0,9.341368675231934,NA,15.236437797546387,24.18611111111111,3,0,0,100,2.43,NA,1,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,7,1,0,90,3.92,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,4,0,0,90,2.83,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,100,3.55,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,1,0,220,2.47,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,165,3.1,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,200,2.16,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,4,0,0,240,1.6,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,3.85,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,100,2.61,NA,1,Intermarché
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,100,1.76,NA,0,Intermarché
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,14,0,0,70,3.37,140,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,100,4.22,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,220,2.95,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,0,0,100,2.89,NA,1,Intermarché
France,1,Jambon d'Auvergne,PGI,0,0,1,0,0,France,1,10.064627647399902,NA,15.236437797546387,5.080555555555556,8,0,0,100,3.6,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,1,0,France,0,NA,NA,15.236437797546387,21.383333333333333,7,1,0,100,4.09,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,150,2.78,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,9,0,0,100,3.04,NA,0,Intermarché
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,1,0,50,2.68,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,0,0,100,2.81,NA,0,Intermarché
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,1,0,100,3.92,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,220,3.25,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,9,0,0,90,3.47,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,55,4.56,NA,0,Intermarché
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,1,0,150,3.53,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,1,France,0,NA,NA,15.236437797546387,NA,20,0,0,70,5.63,NA,0,Intermarché
Italy,1,Prosciutto di San Daniele,PDO,0,1,0,0,0,France,0,3.5490424633026123,10.16889762878418,12.025091171264648,24.77777777777778,14,0,0,70,5.37,28,0,Intermarché
France,1,Jambon de Vendée,PGI,0,0,1,0,0,France,1,9.0776214599609375,NA,15.236437797546387,6.480555555555555,1,1,0,90,4.22,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,7,1,0,90,3.54,NA,0,Intermarché
France,1,Jambon de Bayonne,PGI,0,0,1,0,0,France,1,9.59626579284668,NA,11.849263191223145,22.483333333333334,7,1,0,200,3.4,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,100,3.4,NA,1,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,9,1,0,110,3.18,NA,0,Intermarché
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,France,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,80,5.89,140,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,4,1,1,70,9.84,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,200,1.29,NA,1,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,1,NA,NA,15.236437797546387,NA,0,0,0,200,1.58,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,0,0,France,0,NA,NA,15.236437797546387,NA,0,1,0,80,4.06,NA,0,Intermarché
NA,0,NA,Non-GI,1,0,0,1,0,Netherlands,0,NA,NA,15.236437797546387,21.383333333333333,7,0,0,100,3.25,NA,0,Spar (NL)
Italy,1,Prosciutto di Parma,PDO,0,1,0,0,0,Netherlands,0,6.8877787590026855,11.396391868591309,12.004497528076172,24.77777777777778,12,1,0,70,5.5,140,0,Spar (NL)
